,0,1
0,-86.74666542413932,39.58206126241871
1,-86.74668314316709,39.582060065437965
2,-86.74670089833613,39.58205969663561
3,-86.7467186161294,39.582058534148764
4,-86.74673633500493,39.58205738851468
5,-86.74675405492225,39.58205625935912
6,-86.74677177584148,39.582055146295524
7,-86.74678951486543,39.58205485457431
8,-86.74680723409146,39.582053771245825
9,-86.74682495419944,39.582052702697055
10,-86.74684267515418,39.58205164852878
11,-86.74686039692159,39.58205060834337
12,-86.7468781194688,39.58204958174195
13,-86.7468958427638,39.582048568323714
14,-86.74691356677562,39.582047567687276
15,-86.74693129147441,39.5820465794314
16,-86.74694901683105,39.582045603155095
17,-86.7469667428174,39.58204463845713
18,-86.74698446940629,39.582043684936146
19,-86.747002196571,39.582042742190644
20,-86.74701992428592,39.582041809818676
21,-86.74703765252589,39.582040887418664
22,-86.74704272857558,39.58204058494364
23,-86.74706045750857,39.58203967536129
24,-86.74707818691904,39.58203877499669
25,-86.74709591678362,39.582037883447576
26,-86.74711364707932,39.58203700031148
27,-86.74713137778357,39.58203612518711
28,-86.74714900480687,39.58203449142901
29,-86.74716673982486,39.582033632379186
30,-86.74718447518185,39.582032780064445
31,-86.74720221085607,39.58203193407047
32,-86.74721994682584,39.5820310939819
33,-86.74723768307052,39.58203025939839
34,-86.74725541956994,39.582029429929335
35,-86.74727307707282,39.58202784593867
36,-86.74729081753618,39.582027025887236
37,-86.7473085581643,39.58202620918038
38,-86.74732629892615,39.582025395194464
39,-86.74734403979045,39.58202458329199
40,-86.74736178072585,39.58202377282662
41,-86.74737952170112,39.582022963146706
42,-86.74739726268541,39.58202215360536
43,-86.74741500364823,39.58202134355782
44,-86.74743274455906,39.58202053236105
45,-86.74745048538757,39.5820197193705
46,-86.74746822610314,39.58201890394115
47,-86.74748596667494,39.58201808542749
48,-86.7475037070721,39.58201726318426
49,-86.74752144726315,39.58201643656645
50,-86.74753918721665,39.58201560492892
51,-86.74755692690034,39.5820147676264
52,-86.74757466628157,39.582013924013665
53,-86.74759240532707,39.582013073445026
54,-86.74761014400282,39.58201221527472
55,-86.74762788227409,39.58201134885694
56,-86.74764562010526,39.582010473546134
57,-86.74766335745984,39.58200958869679
58,-86.74768109430038,39.58200869366316
59,-86.74769883058818,39.582007787797856
60,-86.74771656628327,39.582006870452304
61,-86.74773430134474,39.58200594097824
62,-86.74775203573046,39.58200499873269
63,-86.7477697693971,39.58200404307656
64,-86.74778750229984,39.58200307336825
65,-86.74780523439115,39.582002088945956
66,-86.74782296562108,39.582001089132376
67,-86.74784069593842,39.582000073258875
68,-86.74785842529438,39.58199904073058
69,-86.74786318524687,39.58199877727661
70,-86.74788091331156,39.58199772249453
71,-86.74789864029806,39.581996649714156
72,-86.7479163661285,39.581995557962514
73,-86.74793409071333,39.58199444613262
74,-86.74795181397916,39.58199331342799
75,-86.74796953596451,39.581992160829124
76,-86.74798725675282,39.58199098994779
77,-86.74800497645752,39.5819898027662
78,-86.74802269534267,39.581988603403225
79,-86.7480404137331,39.58198739674282
80,-86.74805813195482,39.58198618759711
81,-86.74807585030705,39.581984980357
82,-86.7480935690773,39.58198377926105
83,-86.74811128855005,39.5819825885675
84,-86.74812900900979,39.58198141265144
85,-86.7481467307331,39.58198025593109
86,-86.74816445398127,39.581979122813266
87,-86.74818224010767,39.58197879829341
88,-86.74819996363621,39.58197772596329
89,-86.74821768933847,39.58197669018735
90,-86.74823541738898,39.58197569541734
91,-86.74825314793375,39.581974746152206
92,-86.74827088108037,39.581973846809014
93,-86.74828861687479,39.58197300129528
94,-86.74830631849821,39.581971428825874
95,-86.74832406305217,39.58197070205
